Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-1268a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1268b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.6	0	1.3	0	0	0	0	0	0	0	0	0	1.2	0	1.2	0
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-1269b	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-127-3p	65.3	107.3	138.3	1567.5	197.3	850.6	105.9	632.8	119.2	396.9	191.2	140.4	383.1	168	1225.1	254.6	118	51.1	137	81.8	347.4	101.1	266.1	54.1	97.3	290.6	50	468.3	311.3	130.7	436.1	145	687.6	559	240.3	395.3	361.4	85.2
hsa-miR-127-5p	29	45.4	70.5	58	24.5	32.7	7	55.8	30.2	14	4.8	52.1	35.4	5.6	56.6	22.2	9.3	0	16.7	7.4	16.5	44.9	20.2	4.2	12.7	83	3.2	30.4	19.1	21.8	69.1	42.7	59.8	53	17	64.6	15.4	3.2
hsa-miR-1270	0	4.1	1.1	0	1.2	0.4	2.8	8.3	10.6	0	1	0	0.8	0.8	2	0.2	0	2.9	0.9	0	0	0	0	8.3	2	0	8.9	12.2	0	21.8	1.9	0	0	0	0	0	0	1.6
hsa-miR-1271-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1271-5p	33.9	16.5	43	4.9	19.7	5.8	23.8	21.7	15.1	0	11.1	5.1	24.8	1.6	10.4	25.1	31.3	24.8	30.5	12.1	18.9	0	17.9	4.2	10	0	21	21.3	20.6	54.5	15.8	17.1	4.3	25	32.3	32.3	9.5	9.7
hsa-miR-1273c	2.4	0	1.1	1.3	0	0	0	0	0	0	1.4	3.6	0.2	0	0.9	1.6	0.5	0	0.9	0.4	0	11.2	0.6	4.2	1.3	0	0.8	0	0	0	2.3	0	0	0.5	0	0	0	1.6
hsa-miR-1273d	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.2	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273h-3p	7.3	12.4	21.5	23.4	23.3	16.4	16.8	25.8	19.6	16.8	15.8	23.9	32.2	23.3	17.1	32.3	18.1	16.1	32.4	11.3	18.9	22.5	17.3	0	12	41.5	55.7	24.3	14.3	10.9	27	34.1	38.4	18	19.4	36.1	17.8	21.1
hsa-miR-1273h-5p	0	0	2.2	4	1.8	0.4	2.8	0	7.5	0	1.1	2.2	1.6	0	0.9	4.3	2.2	0	0	0.4	7.1	0	0.6	0	0.7	0	3.2	0	0	10.9	0.8	0	8.5	1.5	0	1.9	1.2	1.6
hsa-miR-1276	0	0	0	0	0	0.4	1.4	0	0	0	0	0	0	0	0.2	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-1277-3p	12.1	8.3	28.7	48.1	11.3	23	4.9	7.2	30.2	16.8	34.1	12.3	2.9	53	70.2	5	6	0	0.9	2	0	22.5	1.8	0	3.3	0	2.4	0	6.4	0	8.6	8.5	0	4.5	6.5	3.8	0	4.1
hsa-miR-1277-5p	4.8	8.3	4.4	10.3	4.8	14.4	6.3	4.1	1.5	8.4	22.8	8	1.8	8	25.1	2.6	4.9	0	1.9	2.7	2.4	0	2.4	0	2	0	0	0	3.2	10.9	3	0	8.5	7.5	2.4	1.9	4.7	1.6
hsa-miR-1278	31.5	0	5	5.8	7.2	12.1	0	2.1	0	14	8.1	2.2	2.7	14.5	8.2	3.8	10.4	5.8	6.5	6.3	4.7	0	6	0	0	13.8	2.4	0	7.9	0	2.3	8.5	0	2.5	5.9	9.5	2.4	0.8
hsa-miR-128-1-5p	2.4	0	1.1	2.7	2.4	1.2	4.2	5.2	0	0	0.5	1.4	2.1	1.6	0.9	3	1.6	2.9	0.9	0.4	2.4	11.2	1.8	0	6	0	2.4	3	0	0	6.4	0	8.5	4.5	0	0	0	4.1
hsa-miR-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-3p	4575.6	3697.8	5060.3	5716.2	3826.4	4148.9	2807.6	3826.8	4804.5	5244	4837	4628.2	4463.1	5862.5	4829.4	4154.1	3494.3	2924.2	3365.6	2946.1	3339.5	2616.4	2886.5	1447.9	1894.9	2103.3	3855.6	2524	3061.9	3170.2	3143.6	2337.6	3374	3303.8	3285.3	3528.9	3877.5	3593.8
hsa-miR-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	0	0	0	0	0.6	72.8	0	0	0	0	0.3	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1284	16.9	4.1	14.3	16.2	5.1	14.4	11.2	5.2	0	14	10.6	18.1	6.4	14.5	7.2	11.7	3.8	17.5	10.2	21.1	16.5	11.2	4.8	8.3	3.3	0	9.7	3	4.8	0	4.5	0	8.5	10	1.2	0	4.7	10.5
hsa-miR-1285-3p	0	0	0	1.8	0.3	0.8	2.8	0	0	0	0.6	0	0.4	1.6	0.4	0.3	0	0	0	0.4	0	0	0.6	0	0	0	3.2	0	4.8	0	0.8	0	0	1	0.6	0	1.2	0
hsa-miR-1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0
hsa-miR-1287-3p	0	0	1.1	0	0	0	0	0	0	0	0.4	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.8	3	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-1287-5p	19.4	37.1	29.8	17.5	30.2	16.7	106.6	88.9	57.4	25.2	39.4	31.1	42	27.3	36.6	74	20.3	17.5	39.8	28.6	33.1	179.7	32.7	12.5	36	27.7	55.7	48.7	41.3	76.3	57	34.1	85.4	29	49.9	68.4	61.6	65.7
hsa-miR-1288-3p	2.4	0	0	0.4	1.5	0.8	0	0	0	0	0.3	0	0.6	1.6	0	0.3	0	1.5	0	0.8	7.1	11.2	0.6	0	0	0	2.4	0	4.8	0	0.4	0	0	0	1.8	0	0	0
hsa-miR-1288-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1289	0	0	0	0	0.3	0	0	0	0	0	0.1	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0.8
hsa-miR-129-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	2.4	12.4	1.1	0	3.3	0.4	7	4.1	1.5	2.8	0.5	0	1	3.2	1.1	2.1	1.1	4.4	0	2.7	2.4	0	13.7	4.2	4	27.7	38.7	3	1.6	0	2.3	17.1	12.8	3	2.4	0	8.3	9.7
hsa-miR-1291	0	0	0.6	1.8	3	0	0.7	3.1	0	2.8	0.4	0.7	1	0	2	2.1	0.5	1.5	0	0.4	4.7	112.3	0	0	4	0	30.7	0	1.6	87.2	6.4	0	4.3	0.5	1.8	19	7.1	0.8
hsa-miR-1292-3p	0	0	0	0	0	0.8	0	0	6	0	0	0	0.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.2	0	0	0
hsa-miR-1292-5p	2.4	8.3	7.7	6.3	14.9	7.4	17.5	37.2	36.2	5.6	8.1	7.2	10.6	7.2	8.9	26.1	4.4	7.3	8.3	11	7.1	11.2	24.4	16.6	25.3	69.2	12.9	36.5	7.9	32.7	21.4	17.1	12.8	11	18.2	39.9	41.5	22.7
hsa-miR-1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1294	14.5	4.1	4.4	11.7	9.9	16.7	28.7	17.6	15.1	0	8.2	9.4	8	11.3	8	13.6	5.5	14.6	6.5	13.3	35.5	89.8	16.1	29.1	35.3	13.8	37.1	12.2	15.9	43.6	21.4	8.5	25.6	8	36.4	13.3	40.3	30.8
hsa-miR-1295a	0	4.1	0.6	0	0.3	0.4	0	0	0	0	0	0.7	1	0	0	1.1	0	1.5	0	0.4	2.4	0	1.2	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-3p	0	0	0.6	0	0	1.2	0	0	0	0	0.6	0	0	0	0.4	0	0	2.9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6
hsa-miR-1295b-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1296-5p	2.4	4.1	4.4	7.2	0	7.8	0	1	0	2.8	6.8	5.8	1.2	7.2	9.5	2.1	2.7	8.8	3.7	0.8	0	0	0	16.6	0	0	2.4	3	1.6	0	3	0	8.5	2	1.2	5.7	2.4	4.9
hsa-miR-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0	0.6	0.4	0	0	1.4	0	0	0	0.4	0	0	1.6	1.1	1.1	0	0	0.9	0.4	0	0	0	0	2	13.8	0	3	0	0	0	0	0	1	0	0	0	0
hsa-miR-1299	0	0	0	0	0.9	0	0	0	0	2.8	0.4	0	0.4	0.8	0	0.3	0	0	0	0.4	0	0	0	0	0.7	0	0	0	0	0	0.4	0	0	0	0	0	1.2	0
hsa-miR-1301-3p	442.8	817.2	675	409.2	827.5	185.3	743.8	1137.4	1144.2	327	378.5	514.6	913.5	453.3	371.1	1201.6	655.6	432.6	604.3	393.5	574.3	1414.9	781.6	382.8	712.5	567.3	852.6	897.1	574.9	729.9	853.1	648.4	1123.2	577.5	839.1	1208.6	1151.9	780.4
hsa-miR-1301-5p	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1304-3p	33.9	12.4	33.6	17.5	19.7	14	8.4	0	24.2	5.6	13.4	13.8	21.9	22.5	16	21.1	25.8	23.4	25.9	14.5	21.3	0	12.5	0	4	0	4.8	0	15.9	10.9	16.9	8.5	0	14	17.6	5.7	2.4	1.6
hsa-miR-1304-5p	0	0	0.6	0	0.6	0	0.7	1	0	0	0	0	0.8	0.8	0.2	0	0	1.5	0	1.2	0	0	2.4	0	0	0	0.8	0	0	0	0	0	0	0	0	0	1.2	1.6
hsa-miR-1306-3p	0	8.3	7.2	6.7	3.9	7.8	17.5	12.4	18.1	14	7.6	15.2	11.1	5.6	8.9	6.9	2.7	8.8	5.6	6.3	21.3	22.5	13.7	4.2	12.7	27.7	23.4	33.5	4.8	43.6	10.9	17.1	25.6	7.5	11.2	58.9	43.8	29.2
hsa-miR-1306-5p	4.8	4.1	9.4	9.9	3.9	22.2	4.9	4.1	1.5	8.4	13.4	12.3	6.4	11.3	14.5	7.2	7.1	8.8	4.6	10.6	4.7	0	14.9	16.6	22	0	6.5	9.1	6.4	10.9	4.9	0	12.8	4	10.6	11.4	3.6	7.3
hsa-miR-1307-3p	1016.3	1939.7	1448.7	1718.2	2071.4	744.8	2691.9	3549.7	2336.6	1073.4	719.3	1357.7	2962.3	1585	1443.5	3129	773.6	540.7	707.9	574.7	2630.5	5502.2	2551.4	1131.7	1133.1	4082	2240.8	2137.8	668.6	5381.8	2849	3233.5	5090.8	508.9	3133.7	4800.3	5383.7	3407.3
hsa-miR-1307-5p	58.1	28.9	57.9	61.6	31.3	54.9	24.5	46.5	39.2	8.4	54.5	46.3	42.4	59.5	105.6	27.3	14.8	5.8	8.3	23.1	49.6	33.7	13.7	29.1	6	124.5	19.4	27.4	9.5	32.7	28.1	25.6	21.4	14.5	18.2	81.7	23.7	34.1
hsa-miR-130a-3p	200.8	173.3	281	666.9	183.6	64.2	52.6	81.7	69.4	44.7	97	90.5	240.8	621.3	59.4	147.5	238.7	176.8	286.9	127.1	148.9	78.6	104.2	91.5	123.3	0	58.9	106.4	246.2	54.5	84.4	119.4	17.1	156.1	114.6	45.6	35.6	62.5
hsa-miR-130a-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-130b-3p	43.6	45.4	56.8	27	47.5	12.5	34.3	60	27.2	11.2	16.2	9.4	70.8	34.6	11.1	40.9	61.4	30.7	52.7	47.7	33.1	67.4	47.6	4.2	54.7	55.3	45.2	33.5	28.6	54.5	56.7	51.2	21.4	50	64.6	55.1	21.3	20.3
hsa-miR-130b-5p	181.5	173.3	313.5	516.7	266.6	285	45.6	37.2	102.6	383	371.7	309.8	212.3	716.9	337.5	150.4	202.4	105.2	165.6	145.1	106.4	67.4	208.4	66.6	54.7	96.9	106.5	18.2	111.2	65.4	44.7	51.2	94	244.2	153.4	13.3	69.9	27.6
hsa-miR-132-3p	0	20.6	10.5	6.7	5.4	19.1	14	17.6	10.6	19.6	17.9	13.8	12.5	4.8	15.6	8	8.2	13.2	6.5	8.6	7.1	11.2	10.1	4.2	22	0	20.2	12.2	12.7	32.7	21.8	0	4.3	7	12.3	7.6	8.3	6.5
hsa-miR-132-5p	0	0	1.1	1.3	0.3	4.7	2.1	2.1	10.6	5.6	4.8	2.2	5.3	1.6	4.3	1.8	0.5	7.3	0	1.2	0	33.7	9.5	4.2	12	27.7	3.2	3	0	0	8.6	8.5	17.1	2	2.9	9.5	15.4	17
hsa-miR-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1323	0	41.3	4.4	3.1	12.5	1397.2	4.2	5.2	48.3	0	6.8	2.9	3.9	10.4	4.1	1.6	7.7	0	0.9	2	0	0	4.2	0	8.7	0	0	18.2	17.5	0	2.3	0	4.3	15	20	41.8	3.6	2.4
hsa-miR-133a-3p	21.8	4.1	24.8	13	25.4	10.5	7.7	4.1	33.2	19.6	53.8	64.4	19.7	6.4	76.5	10.7	1.6	10.2	13.9	0.4	28.4	11.2	10.7	0	4	0	29.8	12.2	15.9	43.6	3	25.6	4.3	16	4.1	28.5	14.2	12.2
hsa-miR-133a-5p	0	0	0	0	0.6	0	0.7	0	0	0	0.1	0	0	0	0.2	0	0	0	0.9	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	0	0	0	1.8	2.1	0.8	0	0	1.5	0	4.9	2.2	0.6	0	7.2	0.6	0	0	0.9	0	7.1	0	0.6	0	0	0	0.8	0	1.6	0	0	0	0	0	0	0	1.2	0
hsa-miR-134-3p	0	0	0	0	0.3	0	0.7	0	0	0	0	0.7	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-134-5p	290.4	536.5	730.1	471.3	686	267.5	2180.2	1316.3	294.3	192.9	68.9	867.7	841.4	76.4	286.8	553.3	406.5	152	425.7	202.6	1172.2	415.5	632.2	178.9	285.3	567.3	58.1	1304.6	676.5	947.8	806.5	2823.9	1678.4	976.8	390.2	1157.3	1595.1	236.9
hsa-miR-1343-3p	21.8	16.5	22.6	14.4	26.6	9.7	20.3	45.5	13.6	22.4	9.9	13	16.4	6.4	14.7	50.8	20.3	13.2	15.7	12.5	11.8	44.9	38.7	12.5	20.7	13.8	26.6	6.1	15.9	21.8	32.7	59.7	21.4	20	30.6	22.8	55.7	10.5
hsa-miR-135a-3p	0	0	2.8	0.9	0	0	0	1	0	5.6	1	0.7	1.2	0.8	0.4	2.6	2.2	5.8	0.9	0.4	2.4	0	1.2	0	0.7	13.8	4	0	0	0	1.5	0	8.5	0.5	7.1	5.7	2.4	2.4
hsa-miR-135a-5p	7.3	20.6	8.8	3.6	7.8	12.8	2.8	2.1	18.1	16.8	7.1	8.7	2.7	3.2	14.7	4.8	7.7	7.3	2.8	3.5	0	0	0.6	4.2	0.7	0	0.8	3	15.9	0	2.6	0	0	23	6.5	5.7	0	0
hsa-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	0	0	0.6	0	0	1.2	0	0	0	2.8	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-136-3p	118.6	82.5	269.5	322	76.4	300.9	11.2	90	12.1	190.1	62.1	329.3	77.2	28.1	372.4	37.2	64.7	19	53.7	24.6	59.1	0	57.7	16.6	26.7	69.2	3.2	82.1	106.4	0	113.7	51.2	51.3	239.7	37.6	81.7	73.5	13
hsa-miR-136-5p	9.7	8.3	35.8	34.2	14.6	25.7	9.8	21.7	1.5	11.2	5.6	23.9	15	4	41.2	6.1	11.5	0	8.3	4.7	7.1	11.2	16.1	4.2	7.3	0	3.2	21.3	3.2	0	21	8.5	12.8	19	14.1	9.5	11.9	2.4
hsa-miR-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-5p	0	0	0	0	0	0	0	2.1	0	0	0.1	0	0.6	0	0.4	1.6	0.5	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0	0	0	3.8	0	0
hsa-miR-139-3p	70.2	243.5	124	188.4	199.4	232	272	263.7	307.9	162.1	136.8	220.7	175.3	135.8	181	170.4	141	77.5	160.1	75.5	229.2	404.2	337.5	353.6	255.9	470.5	267	234.2	141.3	555.6	206	136.5	508.2	95.1	313.8	442.8	740.7	413.7
hsa-miR-139-5p	363	714	390.7	332.8	383.6	1353.2	732.6	686.6	1506.4	861	899.7	559.4	332.5	331.9	1016.8	316.9	581	302.5	428.4	244.1	432.5	774.8	370.9	386.9	941.8	802.6	408.1	818	817.9	936.9	742.4	383.9	585.1	409.9	540	636.6	809.4	795
hsa-miR-140-3p	5778.2	6714.7	5743.6	2943.1	5727.1	3023.8	9983.2	8716.6	3944.2	2851.2	2703.1	5181.1	6758.7	2249.7	2809.3	7504.7	5599.5	7400.3	6038.9	9430.2	9928.6	8073.7	7213.7	7156.1	6956.5	7485.9	8515.4	12911.7	6848	8105.4	11007.1	11782.1	6700.9	6341.9	8624.3	7246	6924.2	6506.2
hsa-miR-140-5p	302.5	293	325.1	272.9	228.1	516.2	245.4	236.8	283.8	494.8	646.5	446.5	226.1	291	556.8	259.2	220.6	244	174	351.3	125.3	168.4	182.2	137.3	353.3	96.9	246	209.8	214.4	283.3	358	315.7	89.7	202.7	273.8	190	206.2	213.4
hsa-miR-141-3p	2.4	4.1	7.2	0	2.7	32.3	5.6	2.1	4.5	2.8	1.3	2.2	0.4	0	3	6.4	2.2	1.5	0.9	7.8	2.4	0	0	4.2	0	0	8.1	6.1	0	0	3	17.1	0	0.5	2.4	0	1.2	0
hsa-miR-141-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-3p	2463.2	1894.3	2291.3	1052.2	1140.9	1896.7	3531.7	3026.5	3172.8	2267	2880.2	1169.5	1605.1	1095.5	2890.1	1426.9	1666.2	1645.5	1259.4	1164.6	668.8	2818.5	996.5	911.2	3757.2	2546	1599.5	2654.7	1305.4	2276.9	3136.1	2781.3	1951.8	1292.1	1349.1	2624.4	2391.4	1890.2
hsa-miR-142-5p	7210.7	3607.1	3924.6	3282.1	2316.8	6631.1	4206.8	3136.1	4777.4	4637.4	5972	2886.9	2760	3712.5	5911.4	2595.4	3098.2	5488.9	3536.7	7688.6	4464.5	3413.6	3365.2	3182.8	5662.1	4289.5	3893.5	4050.5	4299.1	4346.8	4043.2	3864.8	2494.2	3147.7	3560.9	2823.9	2486.2	3938.6
hsa-miR-143-3p	1749.4	1419.7	2198.1	6569.2	3562.2	8978.7	4074.3	12522.7	3995.5	2856.8	6337	3197.4	4942.4	4135.2	3829.3	5200	1514.3	4761.1	4025.3	9985.3	5431.1	2863.4	4639.7	2754.3	1983.6	3971.3	6184.3	3579.2	2155.1	6460.3	7848.8	8685.1	5974.9	6116.7	2368.1	4158	3578.8	6131.4
hsa-miR-143-5p	4.8	20.6	7.7	53.1	9.6	75.5	22.4	44.5	18.1	8.4	61.1	21	12.5	19.3	45.3	15.7	9.3	14.6	11.1	9.8	14.2	11.2	16.7	4.2	11.3	13.8	19.4	21.3	4.8	32.7	52.9	51.2	34.2	37	5.3	11.4	4.7	14.6
hsa-miR-144-3p	3668.3	1328.9	1492.8	9410.6	892.3	10489.6	6860.8	3012	1711.7	3631.1	4514	1641.4	864.1	7695	2721.3	614.4	793.9	3011.9	1121.5	2019.7	1935.6	7242.7	2793.1	4202.2	8013.7	10751.5	4187.9	3883.2	1434.1	6013.7	2572.7	2644.8	1503.3	763.2	1812.8	1965	4810.1	12263.7
hsa-miR-144-5p	1676.8	685.1	812.8	651.6	645.7	2210.5	1017.9	405.3	344.2	891.7	1157.8	416.1	282.8	477.4	765.8	265.6	609	1725.9	864.3	826.6	685.4	932	1169.1	1439.5	1018.5	1203.8	1201.9	565.6	873.5	588.3	437.6	358.3	200.7	566.5	675.7	321.2	479.9	382.1
hsa-miR-145-3p	26.6	28.9	34.7	53.1	36.1	112.5	37.9	110.6	64.9	44.7	88.6	36.9	19	34.6	72.6	37.4	20.3	26.3	31.5	54.4	11.8	89.8	29.2	16.6	18	0	49.2	24.3	15.9	0	42	76.8	51.3	40	15.3	85.5	40.3	69
hsa-miR-145-5p	0	4.1	6.1	3.6	2.4	8.6	16.1	31	6	2.8	11.8	0.7	3.1	4	11.9	2.2	3.8	2.9	2.8	5.1	0	0	0.6	0	11.3	0	8.1	0	0	0	10.9	51.2	17.1	4.5	0	39.9	0	18.7
hsa-miR-1468-5p	19.4	12.4	13.8	11.7	13.1	10.5	18.2	17.6	0	11.2	7.1	11.6	16.8	24.1	12.1	9.4	12.6	17.5	13	12.1	4.7	0	12.5	0	4	41.5	16.1	24.3	11.1	0	16.1	17.1	25.6	11.5	5.3	3.8	26.1	21.9
hsa-miR-1469	0	0	0	0	0	0	0	0	1.5	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	1259.9	0	0	0	0	0
hsa-miR-146a-3p	2.4	4.1	1.1	1.3	0	15.6	7.7	34.1	3	28	3.7	0	0.2	4	24.5	1.1	8.8	0	4.6	5.5	4.7	0	2.4	0	0	13.8	12.1	0	4.8	0	13.1	0	0	3.5	11.8	7.6	7.1	2.4
hsa-miR-146a-5p	14694.8	15179.3	15702.8	11225.9	13471	10791.7	19369.8	22182.4	24480.1	21794.9	20808	12407.5	12404.4	13863.7	16206.7	12487.5	17039.8	9025.4	16589	8075.5	7922.1	18292.1	6591	2271.7	10921	5880.8	19482.1	18485.7	17237.5	9336.4	31946.7	35525.4	19231.6	14006	13580.8	29041.1	18131.2	19719.1
hsa-miR-146b-3p	31.5	12.4	12.7	16.2	18.5	23.4	55.4	57.9	6	22.4	14.9	18.8	27.4	16.9	19.3	26.2	13.2	19	13	6.7	9.5	11.2	16.1	4.2	26	96.9	33.1	48.7	15.9	21.8	32.7	8.5	38.4	18	28.2	34.2	29.6	30
hsa-miR-146b-5p	4520	2637.2	2982.3	3734.5	3302.8	4326.8	3816.3	2919	2517.7	5408.9	3319.8	3900.1	2086.4	5099.7	3673.5	2836.2	4033.6	3115.6	3349.8	3569.3	1344.8	2593.9	1632.3	1219	2162.2	1563.6	2399.7	3034.8	3506.6	1024.1	2398.2	4069.5	1537.5	3945.9	2866.3	2996.8	1778.8	1683.3
hsa-miR-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b	0	0	0	0	0.3	0	4.9	0	0	0	0	0	1	0	0	1.3	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	1.1	0	0	0	5.9	1.9	0	4.9
hsa-miR-148a-3p	17097.5	10412.6	15223.3	9111.1	10985.8	9091.2	5519.8	4288	5277	5853.3	7777.9	8508.1	10434.8	7385.6	10846.1	6889.2	9347.8	6891.8	12060.3	22634.6	16326.4	10083.7	9117.4	8961.8	3463.3	4829.2	9557.5	6446.7	12651	5970.1	6026.3	6620.5	11403.1	9462.1	12098.8	5218.3	3679.6	6810.4
hsa-miR-148a-5p	79.8	57.8	71.1	44.1	45.4	36.6	65.9	62	77	28	46.6	72.4	66.5	48.2	72.4	30.8	45	20.5	57.4	89.6	56.7	33.7	81	4.2	32.7	27.7	57.3	76	57.2	65.4	54.8	128	106.8	45	59.3	34.2	45	70.6
hsa-miR-148b-3p	7622	6619.8	8948.5	5318.2	5980.5	3067.4	3841.6	4872.2	3310.2	4388.6	4745.7	3161.9	6482	4452.7	5261.6	5217.9	6642.4	4264.3	5625.3	4786.7	5532.7	3683.1	4259.3	1830.6	1800.3	2144.8	3765.3	3351.1	5134.4	2995.9	4749.2	5460.2	2289.2	6644.7	5626.3	4720.5	2437.6	3405.6
